Apartment,Block,Distance,Name,licence_numbers,name_of_license,premise_address,address,Latitude,Longtitude
15 TOH YI DR,15,0.5295816963457929,Neue Mart,SNW20076A000,NM EK PTE. LTD.,"19 ENG KONG TERRACE, ENG KONG PARK S(598991)",19 ENG KONG TERRACE,1.3364085024668,103.768270552015
15 TOH YI DR,15,0.5375468265089288,THYME TO MEAT,SNW20086X000,THYME TO MEAT PRIVATE LIMITED,"27 ENG KONG TERRACE, ENG KONG PARK (1st Storey) S(598999)",27 ENG KONG TERRACE,1.3361924255042,103.768352501927
15 TOH YI DR,15,1.9866999468796787,KARAIKUDI MINIMART,SSW21021K000,SRI SEVUGA PERUMAL PTE. LTD.,"48 TOH GUAN ROAD EAST #01-98, ENTERPRISE HUB S(608586)",48 TOH GUAN ROAD EAST ,1.33683097553159,103.754341430783
15 TOH YI DR,15,1.9866999468796787,KARAIKUDI MINIMART,SSW21021K000,SRI SEVUGA PERUMAL PTE. LTD.,"48 TOH GUAN ROAD EAST #01-98, ENTERPRISE HUB S(608586)",48 TOH GUAN ROAD EAST ,1.33683097553159,103.754341430783
15 TOH YI DR,15,1.9866999468796787,SRI MURUGAN TRADING,SW14484J000,SRI MURUGAN TRADING PTE. LTD.,"48 TOH GUAN ROAD EAST #01-130, ENTERPRISE HUB S(608586)",48 TOH GUAN ROAD EAST ,1.33683097553159,103.754341430783
15 TOH YI DR,15,1.9866999468796787,SRI MURUGAN TRADING,SW14484J000,SRI MURUGAN TRADING PTE. LTD.,"48 TOH GUAN ROAD EAST #01-130, ENTERPRISE HUB S(608586)",48 TOH GUAN ROAD EAST ,1.33683097553159,103.754341430783
15 TOH YI DR,15,0.2936315824397231,LOTTE KOREAN MART,SW06806E000,LOTTE MART PTE. LTD.,"17 LORONG KILAT #01-02, KILAT COURT S(598139)",17 LORONG KILAT ,1.34082770311651,103.774215677961
15 TOH YI DR,15,1.8388362693510247,GIANT,SW07070J000,COLD STORAGE SINGAPORE (1983) PTE LTD,"284 BUKIT BATOK EAST AVENUE 3 #01-251, S(650284)",284 BUKIT BATOK EAST AVENUE 3 ,1.34670228583941,103.757242525171
15 TOH YI DR,15,1.9102065277562945,FAIRPRICE,SW13Q24X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"280 BUKIT BATOK EAST AVENUE 3 #01-315, S(650280)",280 BUKIT BATOK EAST AVENUE 3 ,1.34770147739311,103.757044584552
15 TOH YI DR,15,0.420220891777437,SEOUL BUTCHERY,SW18715E000,SEOUL BUTCHERY PTE. LTD.,"13 YUK TONG AVENUE, CHUN TIN COURT S(596318)",13 YUK TONG AVENUE,1.34207496392367,103.774632794309
15 TOH YI DR,15,1.9373085492156659,SHENG SIONG SUPERMARKET,SW19869J000,SHENG SIONG SUPERMARKET PTE LTD,"292 BUKIT BATOK EAST AVENUE 6 #01-02, MULTI STOREY CAR PARK S(650292)",292 BUKIT BATOK EAST AVENUE 6 ,1.34447136304156,103.755394615486
15 TOH YI DR,15,0.5212607930783635,LOTUS GROCERY,C02032A000,LOTUS GROCERY,"15 ENG KONG TERRACE, ENG KONG PARK S(598987)",15 ENG KONG TERRACE,1.33638188559532,103.768386558311
15 TOH YI DR,15,0.7298014773034613,FAIRPRICE FINEST,C02036N000,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 JALAN ANAK BUKIT #B2-01,#B1-01, BUKIT TIMAH PLAZA S(588996)",1 JALAN ANAK BUKIT ,1.3386316527745,103.778585430975
15 TOH YI DR,15,0.57871554062257,COLD STORAGE,C02048E000,COLD STORAGE SINGAPORE (1983) PTE LTD,"144 UPPER BUKIT TIMAH ROAD #B1-01, BEAUTY WORLD CENTRE S(588177)",144 UPPER BUKIT TIMAH ROAD ,1.34239284478687,103.77625052784
15 TOH YI DR,15,1.920173431106123,-,NW06239N000,THNG SAIK MONG,"108 CLEMENTI STREET 11 #01-K1, S(120108)",108 CLEMENTI STREET 11 ,1.32212392900686,103.770265903384
15 TOH YI DR,15,1.8221751154300951,COLD STORAGE,NW08141P000,COLD STORAGE SINGAPORE (1983) PTE LTD,"41 SUNSET WAY #01-01A, CLEMENTI ARCADE S(597071)",41 SUNSET WAY ,1.32355286918436,103.767515486547
15 TOH YI DR,15,1.6847791255833822,RYAN'S GROCERY,NW15264K000,ALTERNATIVE SELECTION PTE. LTD.,"29 BINJAI PARK, BINJAI PARK S(589831)",29 BINJAI PARK,1.33661378718238,103.786974822749
15 TOH YI DR,15,1.3277992216408443,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
15 TOH YI DR,15,1.3277992216408443,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
15 TOH YI DR,15,1.3277992216408443,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
15 TOH YI DR,15,1.3277992216408443,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
15 TOH YI DR,15,0.5295816963457929,Neue Mart,SNW20076A000,NM EK PTE. LTD.,"19 ENG KONG TERRACE, ENG KONG PARK S(598991)",19 ENG KONG TERRACE,1.3364085024668,103.768270552015
15 TOH YI DR,15,0.5375468265089288,THYME TO MEAT,SNW20086X000,THYME TO MEAT PRIVATE LIMITED,"27 ENG KONG TERRACE, ENG KONG PARK (1st Storey) S(598999)",27 ENG KONG TERRACE,1.3361924255042,103.768352501927
15 TOH YI DR,15,1.9866999468796787,KARAIKUDI MINIMART,SSW21021K000,SRI SEVUGA PERUMAL PTE. LTD.,"48 TOH GUAN ROAD EAST #01-98, ENTERPRISE HUB S(608586)",48 TOH GUAN ROAD EAST ,1.33683097553159,103.754341430783
15 TOH YI DR,15,1.9866999468796787,KARAIKUDI MINIMART,SSW21021K000,SRI SEVUGA PERUMAL PTE. LTD.,"48 TOH GUAN ROAD EAST #01-98, ENTERPRISE HUB S(608586)",48 TOH GUAN ROAD EAST ,1.33683097553159,103.754341430783
15 TOH YI DR,15,1.9866999468796787,SRI MURUGAN TRADING,SW14484J000,SRI MURUGAN TRADING PTE. LTD.,"48 TOH GUAN ROAD EAST #01-130, ENTERPRISE HUB S(608586)",48 TOH GUAN ROAD EAST ,1.33683097553159,103.754341430783
15 TOH YI DR,15,1.9866999468796787,SRI MURUGAN TRADING,SW14484J000,SRI MURUGAN TRADING PTE. LTD.,"48 TOH GUAN ROAD EAST #01-130, ENTERPRISE HUB S(608586)",48 TOH GUAN ROAD EAST ,1.33683097553159,103.754341430783
15 TOH YI DR,15,0.2936315824397231,LOTTE KOREAN MART,SW06806E000,LOTTE MART PTE. LTD.,"17 LORONG KILAT #01-02, KILAT COURT S(598139)",17 LORONG KILAT ,1.34082770311651,103.774215677961
15 TOH YI DR,15,1.8388362693510247,GIANT,SW07070J000,COLD STORAGE SINGAPORE (1983) PTE LTD,"284 BUKIT BATOK EAST AVENUE 3 #01-251, S(650284)",284 BUKIT BATOK EAST AVENUE 3 ,1.34670228583941,103.757242525171
15 TOH YI DR,15,1.9102065277562945,FAIRPRICE,SW13Q24X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"280 BUKIT BATOK EAST AVENUE 3 #01-315, S(650280)",280 BUKIT BATOK EAST AVENUE 3 ,1.34770147739311,103.757044584552
15 TOH YI DR,15,0.420220891777437,SEOUL BUTCHERY,SW18715E000,SEOUL BUTCHERY PTE. LTD.,"13 YUK TONG AVENUE, CHUN TIN COURT S(596318)",13 YUK TONG AVENUE,1.34207496392367,103.774632794309
15 TOH YI DR,15,1.9373085492156659,SHENG SIONG SUPERMARKET,SW19869J000,SHENG SIONG SUPERMARKET PTE LTD,"292 BUKIT BATOK EAST AVENUE 6 #01-02, MULTI STOREY CAR PARK S(650292)",292 BUKIT BATOK EAST AVENUE 6 ,1.34447136304156,103.755394615486
15 TOH YI DR,15,0.5212607930783635,LOTUS GROCERY,C02032A000,LOTUS GROCERY,"15 ENG KONG TERRACE, ENG KONG PARK S(598987)",15 ENG KONG TERRACE,1.33638188559532,103.768386558311
15 TOH YI DR,15,0.7298014773034613,FAIRPRICE FINEST,C02036N000,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 JALAN ANAK BUKIT #B2-01,#B1-01, BUKIT TIMAH PLAZA S(588996)",1 JALAN ANAK BUKIT ,1.3386316527745,103.778585430975
15 TOH YI DR,15,0.57871554062257,COLD STORAGE,C02048E000,COLD STORAGE SINGAPORE (1983) PTE LTD,"144 UPPER BUKIT TIMAH ROAD #B1-01, BEAUTY WORLD CENTRE S(588177)",144 UPPER BUKIT TIMAH ROAD ,1.34239284478687,103.77625052784
15 TOH YI DR,15,1.920173431106123,-,NW06239N000,THNG SAIK MONG,"108 CLEMENTI STREET 11 #01-K1, S(120108)",108 CLEMENTI STREET 11 ,1.32212392900686,103.770265903384
15 TOH YI DR,15,1.8221751154300951,COLD STORAGE,NW08141P000,COLD STORAGE SINGAPORE (1983) PTE LTD,"41 SUNSET WAY #01-01A, CLEMENTI ARCADE S(597071)",41 SUNSET WAY ,1.32355286918436,103.767515486547
15 TOH YI DR,15,1.6847791255833822,RYAN'S GROCERY,NW15264K000,ALTERNATIVE SELECTION PTE. LTD.,"29 BINJAI PARK, BINJAI PARK S(589831)",29 BINJAI PARK,1.33661378718238,103.786974822749
15 TOH YI DR,15,1.3277992216408443,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
15 TOH YI DR,15,1.3277992216408443,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
15 TOH YI DR,15,1.3277992216408443,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
15 TOH YI DR,15,1.3277992216408443,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
15 TOH YI DR,15,0.5295816963457929,Neue Mart,SNW20076A000,NM EK PTE. LTD.,"19 ENG KONG TERRACE, ENG KONG PARK S(598991)",19 ENG KONG TERRACE,1.3364085024668,103.768270552015
15 TOH YI DR,15,0.5375468265089288,THYME TO MEAT,SNW20086X000,THYME TO MEAT PRIVATE LIMITED,"27 ENG KONG TERRACE, ENG KONG PARK (1st Storey) S(598999)",27 ENG KONG TERRACE,1.3361924255042,103.768352501927
15 TOH YI DR,15,1.9866999468796787,KARAIKUDI MINIMART,SSW21021K000,SRI SEVUGA PERUMAL PTE. LTD.,"48 TOH GUAN ROAD EAST #01-98, ENTERPRISE HUB S(608586)",48 TOH GUAN ROAD EAST ,1.33683097553159,103.754341430783
15 TOH YI DR,15,1.9866999468796787,KARAIKUDI MINIMART,SSW21021K000,SRI SEVUGA PERUMAL PTE. LTD.,"48 TOH GUAN ROAD EAST #01-98, ENTERPRISE HUB S(608586)",48 TOH GUAN ROAD EAST ,1.33683097553159,103.754341430783
15 TOH YI DR,15,1.9866999468796787,SRI MURUGAN TRADING,SW14484J000,SRI MURUGAN TRADING PTE. LTD.,"48 TOH GUAN ROAD EAST #01-130, ENTERPRISE HUB S(608586)",48 TOH GUAN ROAD EAST ,1.33683097553159,103.754341430783
15 TOH YI DR,15,1.9866999468796787,SRI MURUGAN TRADING,SW14484J000,SRI MURUGAN TRADING PTE. LTD.,"48 TOH GUAN ROAD EAST #01-130, ENTERPRISE HUB S(608586)",48 TOH GUAN ROAD EAST ,1.33683097553159,103.754341430783
15 TOH YI DR,15,0.2936315824397231,LOTTE KOREAN MART,SW06806E000,LOTTE MART PTE. LTD.,"17 LORONG KILAT #01-02, KILAT COURT S(598139)",17 LORONG KILAT ,1.34082770311651,103.774215677961
15 TOH YI DR,15,1.8388362693510247,GIANT,SW07070J000,COLD STORAGE SINGAPORE (1983) PTE LTD,"284 BUKIT BATOK EAST AVENUE 3 #01-251, S(650284)",284 BUKIT BATOK EAST AVENUE 3 ,1.34670228583941,103.757242525171
15 TOH YI DR,15,1.9102065277562945,FAIRPRICE,SW13Q24X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"280 BUKIT BATOK EAST AVENUE 3 #01-315, S(650280)",280 BUKIT BATOK EAST AVENUE 3 ,1.34770147739311,103.757044584552
15 TOH YI DR,15,0.420220891777437,SEOUL BUTCHERY,SW18715E000,SEOUL BUTCHERY PTE. LTD.,"13 YUK TONG AVENUE, CHUN TIN COURT S(596318)",13 YUK TONG AVENUE,1.34207496392367,103.774632794309
15 TOH YI DR,15,1.9373085492156659,SHENG SIONG SUPERMARKET,SW19869J000,SHENG SIONG SUPERMARKET PTE LTD,"292 BUKIT BATOK EAST AVENUE 6 #01-02, MULTI STOREY CAR PARK S(650292)",292 BUKIT BATOK EAST AVENUE 6 ,1.34447136304156,103.755394615486
15 TOH YI DR,15,0.5212607930783635,LOTUS GROCERY,C02032A000,LOTUS GROCERY,"15 ENG KONG TERRACE, ENG KONG PARK S(598987)",15 ENG KONG TERRACE,1.33638188559532,103.768386558311
15 TOH YI DR,15,0.7298014773034613,FAIRPRICE FINEST,C02036N000,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 JALAN ANAK BUKIT #B2-01,#B1-01, BUKIT TIMAH PLAZA S(588996)",1 JALAN ANAK BUKIT ,1.3386316527745,103.778585430975
15 TOH YI DR,15,0.57871554062257,COLD STORAGE,C02048E000,COLD STORAGE SINGAPORE (1983) PTE LTD,"144 UPPER BUKIT TIMAH ROAD #B1-01, BEAUTY WORLD CENTRE S(588177)",144 UPPER BUKIT TIMAH ROAD ,1.34239284478687,103.77625052784
15 TOH YI DR,15,1.920173431106123,-,NW06239N000,THNG SAIK MONG,"108 CLEMENTI STREET 11 #01-K1, S(120108)",108 CLEMENTI STREET 11 ,1.32212392900686,103.770265903384
15 TOH YI DR,15,1.8221751154300951,COLD STORAGE,NW08141P000,COLD STORAGE SINGAPORE (1983) PTE LTD,"41 SUNSET WAY #01-01A, CLEMENTI ARCADE S(597071)",41 SUNSET WAY ,1.32355286918436,103.767515486547
15 TOH YI DR,15,1.6847791255833822,RYAN'S GROCERY,NW15264K000,ALTERNATIVE SELECTION PTE. LTD.,"29 BINJAI PARK, BINJAI PARK S(589831)",29 BINJAI PARK,1.33661378718238,103.786974822749
15 TOH YI DR,15,1.3277992216408443,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
15 TOH YI DR,15,1.3277992216408443,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
15 TOH YI DR,15,1.3277992216408443,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
15 TOH YI DR,15,1.3277992216408443,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
15 TOH YI DR,15,0.5295816963457929,Neue Mart,SNW20076A000,NM EK PTE. LTD.,"19 ENG KONG TERRACE, ENG KONG PARK S(598991)",19 ENG KONG TERRACE,1.3364085024668,103.768270552015
15 TOH YI DR,15,0.5375468265089288,THYME TO MEAT,SNW20086X000,THYME TO MEAT PRIVATE LIMITED,"27 ENG KONG TERRACE, ENG KONG PARK (1st Storey) S(598999)",27 ENG KONG TERRACE,1.3361924255042,103.768352501927
15 TOH YI DR,15,1.9866999468796787,KARAIKUDI MINIMART,SSW21021K000,SRI SEVUGA PERUMAL PTE. LTD.,"48 TOH GUAN ROAD EAST #01-98, ENTERPRISE HUB S(608586)",48 TOH GUAN ROAD EAST ,1.33683097553159,103.754341430783
15 TOH YI DR,15,1.9866999468796787,KARAIKUDI MINIMART,SSW21021K000,SRI SEVUGA PERUMAL PTE. LTD.,"48 TOH GUAN ROAD EAST #01-98, ENTERPRISE HUB S(608586)",48 TOH GUAN ROAD EAST ,1.33683097553159,103.754341430783
15 TOH YI DR,15,1.9866999468796787,SRI MURUGAN TRADING,SW14484J000,SRI MURUGAN TRADING PTE. LTD.,"48 TOH GUAN ROAD EAST #01-130, ENTERPRISE HUB S(608586)",48 TOH GUAN ROAD EAST ,1.33683097553159,103.754341430783
15 TOH YI DR,15,1.9866999468796787,SRI MURUGAN TRADING,SW14484J000,SRI MURUGAN TRADING PTE. LTD.,"48 TOH GUAN ROAD EAST #01-130, ENTERPRISE HUB S(608586)",48 TOH GUAN ROAD EAST ,1.33683097553159,103.754341430783
15 TOH YI DR,15,0.2936315824397231,LOTTE KOREAN MART,SW06806E000,LOTTE MART PTE. LTD.,"17 LORONG KILAT #01-02, KILAT COURT S(598139)",17 LORONG KILAT ,1.34082770311651,103.774215677961
15 TOH YI DR,15,1.8388362693510247,GIANT,SW07070J000,COLD STORAGE SINGAPORE (1983) PTE LTD,"284 BUKIT BATOK EAST AVENUE 3 #01-251, S(650284)",284 BUKIT BATOK EAST AVENUE 3 ,1.34670228583941,103.757242525171
15 TOH YI DR,15,1.9102065277562945,FAIRPRICE,SW13Q24X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"280 BUKIT BATOK EAST AVENUE 3 #01-315, S(650280)",280 BUKIT BATOK EAST AVENUE 3 ,1.34770147739311,103.757044584552
15 TOH YI DR,15,0.420220891777437,SEOUL BUTCHERY,SW18715E000,SEOUL BUTCHERY PTE. LTD.,"13 YUK TONG AVENUE, CHUN TIN COURT S(596318)",13 YUK TONG AVENUE,1.34207496392367,103.774632794309
15 TOH YI DR,15,1.9373085492156659,SHENG SIONG SUPERMARKET,SW19869J000,SHENG SIONG SUPERMARKET PTE LTD,"292 BUKIT BATOK EAST AVENUE 6 #01-02, MULTI STOREY CAR PARK S(650292)",292 BUKIT BATOK EAST AVENUE 6 ,1.34447136304156,103.755394615486
4 QUEEN'S RD,4,1.4638509017153918,The butcher,B03074A000,THE BUTCHER (SINGAPORE) PTE. LTD.,"44 JALAN MERAH SAGA #01-50, S(278116)",44 JALAN MERAH SAGA ,1.31192195425084,103.796844037126
4 QUEEN'S RD,4,1.455134672011862,Fish market,B03078N000,ROSWELL ENTERPRISE PTE. LTD.,"34 GREENWOOD AVENUE, S(289236)",34 GREENWOOD AVENUE,1.33183246511303,103.806492461663
4 QUEEN'S RD,4,1.9137066289361786,COLD STORAGE,C02024A000,COLD STORAGE SINGAPORE (1983) PTE LTD,"1 FIFTH AVENUE #01-05, GUTHRIE HOUSE S(268802)",1 FIFTH AVENUE ,1.33081740114673,103.795692352549
4 QUEEN'S RD,4,0.5961147355095638,fairprice,C02034X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"587 BUKIT TIMAH ROAD, CORONATION PLAZA S(269707)",587 BUKIT TIMAH ROAD,1.32383369976841,103.810002032513
4 QUEEN'S RD,4,0.802956719498217,COLD STORAGE,CE06464C000,COLD STORAGE SINGAPORE (1983) PTE LTD,"501 BUKIT TIMAH ROAD #01-02, CLUNY COURT S(259760)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,COLD STORAGE,CE06464C000,COLD STORAGE SINGAPORE (1983) PTE LTD,"501 BUKIT TIMAH ROAD #01-02, CLUNY COURT S(259760)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,THE FISHWIVES,W02430L000,THE FISHWIVES PTE. LTD.,"501 BUKIT TIMAH ROAD #01-05B, CLUNY COURT S(259760) (PART OF)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,THE FISHWIVES,W02430L000,THE FISHWIVES PTE. LTD.,"501 BUKIT TIMAH ROAD #01-05B, CLUNY COURT S(259760) (PART OF)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,1.4460177452508434,FPXpress,CE07705A000,CHEERS HOLDINGS (2004) PTE. LTD.,"30 GREENWOOD AVENUE, HILLCREST PARK S(289230)",30 GREENWOOD AVENUE,1.33176092057825,103.806586709072
4 QUEEN'S RD,4,1.4136071226252558,COLD STORAGE,CE09685B000,COLD STORAGE SINGAPORE (1983) PTE LTD,"20 GREENWOOD AVENUE, HILLCREST PARK S(289215)",20 GREENWOOD AVENUE,1.33149129253859,103.806809027748
4 QUEEN'S RD,4,1.4305820701364438,-,CE09902A000,NG LIAN TEE,"7 GREENDALE AVENUE, GREENDALE COURT S(289504)",7 GREENDALE AVENUE,1.33166476661284,103.807033788637
4 QUEEN'S RD,4,1.3585759269321644,HUBER'S,CE15F60K000,HUBER'S PTE. LTD.,"22 DEMPSEY ROAD, 1st & 2nd storey S(249679) 1st & 2nd storey",22 DEMPSEY ROAD,1.30679240314535,103.810185814417
4 QUEEN'S RD,4,1.6150034644091533,TASTE SINGAPORE,CE17174A000,TASTE (SINGAPORE) PRIVATE LIMITED,"118 HOLLAND AVENUE #B1-01/10, RAFFLES HOLLAND V S(278997)",118 HOLLAND AVENUE ,1.31056351530083,103.796107173318
4 QUEEN'S RD,4,1.686189362169391,LITTLE FARMS,CE18I13C000,LITTLE FARMS PTE. LTD.,"3 LORONG LIPUT #01-04,#01-05,#01-06, HOLLAND VILLAGE CORNER S(277725)",3 LORONG LIPUT ,1.31067976097165,103.795260908624
4 QUEEN'S RD,4,1.5367021634531046,CULINA,CE19392L000,CULINA PTE. LTD.,"15 DEMPSEY ROAD, S(249675)",15 DEMPSEY ROAD,1.30518823313112,103.810314282281
4 QUEEN'S RD,4,1.0091390952907753,Our Boss,SCE20105E000,OURBOSS PTE. LTD.,"19 SHELFORD ROAD #01-53, S(288408)",19 SHELFORD ROAD ,1.32686143130016,103.812305598569
4 QUEEN'S RD,4,1.7037328336610131,COLD STORAGE,W02066L000,COLD STORAGE SINGAPORE (1983) PTE LTD,"211 HOLLAND AVENUE #01-05, HOLLAND ROAD SHOPPING CENTRE S(278967)",211 HOLLAND AVENUE ,1.31025542158588,103.795350441035
4 QUEEN'S RD,4,1.4638509017153918,The butcher,B03074A000,THE BUTCHER (SINGAPORE) PTE. LTD.,"44 JALAN MERAH SAGA #01-50, S(278116)",44 JALAN MERAH SAGA ,1.31192195425084,103.796844037126
4 QUEEN'S RD,4,1.455134672011862,Fish market,B03078N000,ROSWELL ENTERPRISE PTE. LTD.,"34 GREENWOOD AVENUE, S(289236)",34 GREENWOOD AVENUE,1.33183246511303,103.806492461663
4 QUEEN'S RD,4,1.9137066289361786,COLD STORAGE,C02024A000,COLD STORAGE SINGAPORE (1983) PTE LTD,"1 FIFTH AVENUE #01-05, GUTHRIE HOUSE S(268802)",1 FIFTH AVENUE ,1.33081740114673,103.795692352549
4 QUEEN'S RD,4,0.5961147355095638,fairprice,C02034X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"587 BUKIT TIMAH ROAD, CORONATION PLAZA S(269707)",587 BUKIT TIMAH ROAD,1.32383369976841,103.810002032513
4 QUEEN'S RD,4,0.802956719498217,COLD STORAGE,CE06464C000,COLD STORAGE SINGAPORE (1983) PTE LTD,"501 BUKIT TIMAH ROAD #01-02, CLUNY COURT S(259760)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,COLD STORAGE,CE06464C000,COLD STORAGE SINGAPORE (1983) PTE LTD,"501 BUKIT TIMAH ROAD #01-02, CLUNY COURT S(259760)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,THE FISHWIVES,W02430L000,THE FISHWIVES PTE. LTD.,"501 BUKIT TIMAH ROAD #01-05B, CLUNY COURT S(259760) (PART OF)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,0.802956719498217,THE FISHWIVES,W02430L000,THE FISHWIVES PTE. LTD.,"501 BUKIT TIMAH ROAD #01-05B, CLUNY COURT S(259760) (PART OF)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
4 QUEEN'S RD,4,1.4460177452508434,FPXpress,CE07705A000,CHEERS HOLDINGS (2004) PTE. LTD.,"30 GREENWOOD AVENUE, HILLCREST PARK S(289230)",30 GREENWOOD AVENUE,1.33176092057825,103.806586709072
4 QUEEN'S RD,4,1.4136071226252558,COLD STORAGE,CE09685B000,COLD STORAGE SINGAPORE (1983) PTE LTD,"20 GREENWOOD AVENUE, HILLCREST PARK S(289215)",20 GREENWOOD AVENUE,1.33149129253859,103.806809027748
4 QUEEN'S RD,4,1.4305820701364438,-,CE09902A000,NG LIAN TEE,"7 GREENDALE AVENUE, GREENDALE COURT S(289504)",7 GREENDALE AVENUE,1.33166476661284,103.807033788637
4 QUEEN'S RD,4,1.3585759269321644,HUBER'S,CE15F60K000,HUBER'S PTE. LTD.,"22 DEMPSEY ROAD, 1st & 2nd storey S(249679) 1st & 2nd storey",22 DEMPSEY ROAD,1.30679240314535,103.810185814417
4 QUEEN'S RD,4,1.6150034644091533,TASTE SINGAPORE,CE17174A000,TASTE (SINGAPORE) PRIVATE LIMITED,"118 HOLLAND AVENUE #B1-01/10, RAFFLES HOLLAND V S(278997)",118 HOLLAND AVENUE ,1.31056351530083,103.796107173318
4 QUEEN'S RD,4,1.686189362169391,LITTLE FARMS,CE18I13C000,LITTLE FARMS PTE. LTD.,"3 LORONG LIPUT #01-04,#01-05,#01-06, HOLLAND VILLAGE CORNER S(277725)",3 LORONG LIPUT ,1.31067976097165,103.795260908624
4 QUEEN'S RD,4,1.5367021634531046,CULINA,CE19392L000,CULINA PTE. LTD.,"15 DEMPSEY ROAD, S(249675)",15 DEMPSEY ROAD,1.30518823313112,103.810314282281
4 QUEEN'S RD,4,1.0091390952907753,Our Boss,SCE20105E000,OURBOSS PTE. LTD.,"19 SHELFORD ROAD #01-53, S(288408)",19 SHELFORD ROAD ,1.32686143130016,103.812305598569
4 QUEEN'S RD,4,1.7037328336610131,COLD STORAGE,W02066L000,COLD STORAGE SINGAPORE (1983) PTE LTD,"211 HOLLAND AVENUE #01-05, HOLLAND ROAD SHOPPING CENTRE S(278967)",211 HOLLAND AVENUE ,1.31025542158588,103.795350441035
4 QUEEN'S RD,4,1.4638509017153918,The butcher,B03074A000,THE BUTCHER (SINGAPORE) PTE. LTD.,"44 JALAN MERAH SAGA #01-50, S(278116)",44 JALAN MERAH SAGA ,1.31192195425084,103.796844037126
4 QUEEN'S RD,4,1.455134672011862,Fish market,B03078N000,ROSWELL ENTERPRISE PTE. LTD.,"34 GREENWOOD AVENUE, S(289236)",34 GREENWOOD AVENUE,1.33183246511303,103.806492461663
